ID,marital,education,job,default
25320,married,university.degree,admin.,no
25321,married,professional.course,technician,no
25322,married,basic.9y,blue-collar,no
25323,single,high.school,blue-collar,no
25324,married,university.degree,technician,no
25325,married,basic.4y,blue-collar,
25326,married,high.school,services,
25327,married,basic.9y,blue-collar,no
25328,married,university.degree,management,no
25329,married,basic.9y,management,no
25330,married,professional.course,admin.,no
25331,married,university.degree,management,no
25332,married,basic.4y,entrepreneur,no
25333,single,basic.4y,self-employed,no
25334,married,high.school,admin.,no
25335,married,basic.4y,entrepreneur,
25336,married,university.degree,management,no
25337,single,basic.9y,entrepreneur,no
25338,divorced,basic.4y,housemaid,no
25339,married,basic.4y,entrepreneur,no
25340,married,university.degree,admin.,no
25341,married,high.school,retired,no
25342,married,university.degree,admin.,no
25343,married,basic.9y,blue-collar,no
25344,single,basic.9y,technician,no
25345,married,basic.6y,technician,
25346,married,university.degree,management,no
25347,married,university.degree,admin.,no
25348,divorced,high.school,admin.,no
25349,married,basic.9y,blue-collar,no
25350,single,university.degree,management,no
25351,married,professional.course,technician,no
25352,single,basic.9y,blue-collar,
25353,married,basic.6y,blue-collar,no
25354,married,basic.6y,blue-collar,
25355,married,high.school,management,
25356,married,university.degree,management,
25357,divorced,basic.9y,admin.,no
25358,married,basic.9y,admin.,no
25359,married,professional.course,technician,no
25360,married,high.school,services,no
25361,divorced,basic.9y,services,no
25362,married,high.school,services,no
25363,divorced,professional.course,technician,no
25364,married,basic.4y,blue-collar,
25365,married,university.degree,technician,no
25366,married,high.school,services,no
25367,married,university.degree,admin.,no
25368,married,university.degree,admin.,no
25369,married,basic.9y,blue-collar,no
25370,married,university.degree,admin.,no
25371,single,high.school,self-employed,no
25372,single,,technician,no
25373,married,high.school,admin.,no
25374,married,professional.course,technician,no
25375,single,university.degree,admin.,no
25376,married,high.school,housemaid,no
25377,divorced,professional.course,self-employed,no
25378,single,university.degree,admin.,no
25379,married,basic.9y,blue-collar,no
25380,married,professional.course,blue-collar,no
25381,divorced,university.degree,services,no
25382,married,basic.9y,blue-collar,no
25383,married,basic.9y,blue-collar,no
25384,married,basic.9y,blue-collar,no
25385,single,university.degree,admin.,no
25386,married,basic.6y,blue-collar,no
25387,married,basic.6y,blue-collar,no
25388,married,basic.9y,unemployed,
25389,divorced,professional.course,technician,no
25390,married,basic.9y,blue-collar,no
25391,single,basic.9y,housemaid,no
25392,single,university.degree,technician,no
25393,married,university.degree,self-employed,no
25394,married,basic.9y,unemployed,
25395,single,university.degree,self-employed,no
25396,married,basic.9y,technician,no
25397,married,basic.9y,technician,no
25398,married,basic.9y,unemployed,
25399,married,basic.9y,technician,no
25400,married,high.school,admin.,no
25401,divorced,university.degree,unemployed,no
25402,married,high.school,admin.,no
25403,married,basic.9y,management,no
25404,married,high.school,admin.,no
25405,single,high.school,technician,no
25406,married,high.school,admin.,no
25407,married,high.school,services,
25408,married,university.degree,entrepreneur,no
25409,single,professional.course,technician,no
25410,single,high.school,technician,no
25411,single,professional.course,technician,no
25412,married,professional.course,technician,no
25413,single,high.school,admin.,no
25414,married,basic.6y,blue-collar,no
25415,single,basic.4y,blue-collar,
25416,married,professional.course,technician,no
25417,married,professional.course,technician,no
25418,married,professional.course,technician,no
25419,married,professional.course,technician,no
25420,single,professional.course,technician,no
25421,married,professional.course,technician,no
25422,divorced,university.degree,management,no
25423,married,basic.4y,blue-collar,no
25424,single,basic.9y,entrepreneur,no
25425,divorced,high.school,technician,no
25426,married,basic.9y,blue-collar,no
25427,married,professional.course,technician,no
25428,single,university.degree,admin.,no
25429,married,basic.9y,blue-collar,no
25430,married,basic.4y,blue-collar,no
25431,married,basic.4y,self-employed,no
25432,single,university.degree,management,no
25433,single,university.degree,management,no
25434,single,university.degree,admin.,no
25435,married,basic.6y,entrepreneur,no
25436,single,university.degree,management,no
25437,single,university.degree,management,no
25438,married,basic.4y,blue-collar,no
25439,single,high.school,blue-collar,no
25440,divorced,university.degree,admin.,
25441,married,university.degree,admin.,no
25442,married,university.degree,management,no
25443,married,basic.9y,admin.,no
25444,married,university.degree,management,no
25445,married,university.degree,management,no
25446,divorced,high.school,services,no
25447,single,high.school,technician,no
25448,single,high.school,admin.,no
25449,single,high.school,admin.,no
25450,single,high.school,blue-collar,no
25451,single,high.school,blue-collar,no
25452,married,basic.6y,self-employed,
25453,single,high.school,admin.,no
25454,divorced,university.degree,management,no
25455,married,high.school,entrepreneur,no
25456,single,basic.9y,blue-collar,no
25457,married,high.school,management,no
25458,divorced,high.school,admin.,no
25459,single,high.school,services,no
25460,married,professional.course,technician,
25461,married,professional.course,technician,
25462,married,basic.9y,blue-collar,no
25463,divorced,university.degree,admin.,no
25464,married,basic.4y,self-employed,
25465,married,university.degree,self-employed,
25466,married,university.degree,management,no
25467,married,professional.course,retired,no
25468,married,university.degree,management,no
25469,single,high.school,services,no
25470,married,basic.6y,housemaid,no
25471,single,professional.course,admin.,no
25472,married,high.school,blue-collar,no
25473,single,basic.9y,blue-collar,no
25474,single,basic.4y,housemaid,
25475,married,basic.9y,blue-collar,no
25476,married,professional.course,retired,no
25477,single,university.degree,admin.,no
25478,single,basic.9y,blue-collar,no
25479,married,university.degree,self-employed,no
25480,married,basic.9y,admin.,no
25481,divorced,high.school,technician,no
25482,single,professional.course,admin.,no
25483,married,university.degree,management,no
25484,single,professional.course,technician,no
25485,married,university.degree,technician,no
25486,married,basic.9y,blue-collar,no
25487,single,university.degree,technician,no
25488,married,professional.course,technician,no
25489,single,university.degree,management,no
25490,divorced,high.school,management,no
25491,single,,technician,no
25492,married,high.school,admin.,no
25493,single,high.school,services,no
25494,divorced,high.school,unemployed,no
25495,single,university.degree,admin.,no
25496,married,professional.course,technician,no
25497,single,professional.course,unemployed,no
25498,married,university.degree,admin.,no
25499,married,university.degree,management,no
25500,divorced,basic.9y,admin.,no
25501,married,high.school,self-employed,no
25502,divorced,high.school,unemployed,no
25503,married,university.degree,management,no
25504,single,university.degree,self-employed,no
25505,married,professional.course,technician,no
25506,single,university.degree,admin.,no
25507,married,high.school,entrepreneur,no
25508,married,university.degree,admin.,no
25509,married,university.degree,admin.,no
25510,divorced,professional.course,technician,
25511,married,high.school,entrepreneur,no
25512,married,university.degree,technician,no
25513,married,university.degree,technician,no
25514,divorced,university.degree,admin.,no
25515,divorced,university.degree,management,no
25516,single,university.degree,management,no
25517,married,university.degree,management,no
25518,married,university.degree,self-employed,no
25519,divorced,university.degree,management,no
